V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	logFC	logCPM	PValue	FDR
ABHD12	NM_015600+NM_001042472	7.75472062791	4.27848354102	6.4662924632	9.23803937805	192	119	271	308	0.34630041502488	3.99338853459001	0.504795919443815	0.889369421539421
ALKBH6	NM_032878+NM_198867	25.411426497	20.9183666436	19.9852171977	18.3887554519	282	225	329	277	-0.301027194636171	4.36740199839391	0.504836920576058	0.889370027993982
OR6C70	NM_001005499	0.375032495526	0	0	0.0680339665468	4	0	0	1	-2.22985512861685	-2.05807915799678	0.505089729932044	0.889743746357179
BAIAP2L1+BRI3	NM_015379+NM_001159491+NM_018842	15.296361248	18.4584964264	17.3622229331	14.7944364097	230	269	344	253	-0.303255417811891	4.34341537051583	0.505156011386144	0.889746577073031
ADAM21P1	NR_003951	0.171867014787	0	0	0.0311780842301	4	0	0	1	-2.22984962936025	-2.05807915799678	0.505172685131293	0.889746577073031
PPEF1	NM_006240+NM_152224+NM_152226	0.131107786038	0	0	0.0237840262798	4	0	0	1	-2.22984638585009	-2.05807915799678	0.505221616272112	0.889752936302944
PRSS37	NM_001171951+NM_001008270	0.294937615828	0	0	0.0535040993195	4	0	0	1	-2.22984355568619	-2.05807915799678	0.50526431380934	0.889752936302944
SASH3	NM_018990	68.5219045557	76.1263525747	91.371937654	73.2304428487	2096	2257	4266	3087	0.19355234796483	7.70350115389525	0.505319592689565	0.889752936302944
SORT1	NM_002959+NM_001205228	0.0791495646015	0.24498252162	0.112355534067	0.0639204205421	6	18	13	7	-0.821891956181505	-0.0478656018838826	0.505338993400127	0.889752936302944
EFTUD1	NM_024580+NM_001040610	4.98521417821	4.91193361554	6.80994649167	5.46232624919	204	191	418	303	0.305383577188979	4.31241578407493	0.505397292103284	0.889753027522257
H2AFB1+H2AFB3	NM_080720+NM_001017990	0.170287947502	2.45967207637	1.00410760573	0	1	14	9	0	-1.31080437023147	-0.746271091069342	0.50543689343406	0.889753027522257
LOC653786	NR_003676	0.0661697695037	0.0682692194608	0.195085940616	0.120037381788	2	2	9	5	1.19928465828282	-1.12987086034669	0.505464776241297	0.889753027522257
SLC17A2	NM_005835	0	0.152980541461	0.0242864883265	0	0	4	1	0	-2.27093030609208	-2.0615584502133	0.505508153901021	0.889753027522257
CASR	NM_000388+NM_001178065	0	0.0758886953229	0.0120477408138	0	0	4	1	0	-2.2709336387775	-2.0615584502133	0.505562064679877	0.889753027522257
OR52N1	NM_001001913	0.365685891276	0	0.0598965833598	0	4	0	1	0	-2.27222564027801	-2.06137484868305	0.505588838488571	0.889753027522257
GIPC2	NM_017655	0.124745134006	0	0.0204323095202	0	4	0	1	0	-2.27223064872512	-2.06137484868305	0.505667421058846	0.889753027522257
FLVCR1-AS1	NR_027286+NR_027285	0	0.528094165655	0.0838378049063	0	0	4	1	0	-2.27094041277322	-2.0615584502133	0.505671651397315	0.889753027522257
SHC3	NM_016848	0.0360519567259	0	0.00590503785581	0	4	0	1	0	-2.27223305100523	-2.06137484868305	0.505705115025564	0.889753027522257
S100A11	NM_005620	338.519862111	500.035829176	533.689448024	423.419011769	2284	3270	5496	3937	0.201246990840581	8.05877917982446	0.505956305257689	0.890039556437689
MGC16275	NR_026914	3.36567140477	2.55865342233	4.68870936606	3.2648911922	95	70	202	127	0.428594183180678	3.13751250346971	0.505996630224487	0.890039556437689
MIR3653+SNORD125	NR_037426+NR_003686	0	3.30298929367	0	0.665457301832	0	4	0	1	-2.22850273309485	-2.05826288730027	0.506013832126514	0.890039556437689
FOXD2	NM_004474	0.131822919417	0.99089668901	0.259099166906	0.382620117315	7	51	21	28	-0.784941221679796	1.11742413201141	0.506042491182156	0.890039556437689
NLRP8	NM_176811	0	0.0923560716752	0	0.0162389157569	0	4	0	1	-2.22849716957897	-2.05826288730027	0.506095474719286	0.890039556437689
HOXA5	NM_019102	0	0.219269053895	0	0.0385539535159	0	4	0	1	-2.22849262093279	-2.05826288730027	0.506162230176391	0.890039556437689
FAM189A2	NM_001127608+NM_004816	0	0.177263088391	0	0.0311680684005	0	4	0	1	-2.22849223315331	-2.05826288730027	0.506167921425375	0.890039556437689
TCEB3CL+TCEB3CL2	NM_001100817+NM_001242907	0	0.193568889598	0	0.0389298604362	0	4	0	1	-2.22848602358068	-2.05826288730027	0.506259061362492	0.890039556437689
TRIM51	NM_032681	0	0.223312099552	0	0.0392648399431	0	4	0	1	-2.22848288033827	-2.05826288730027	0.506305199416807	0.890039556437689
CLDN3	NM_001306	0	0.285187430118	0	0.0501443442602	0	4	0	1	-2.22848129630167	-2.05826288730027	0.506328451613817	0.890039556437689
TIFAB	NM_001099221	0	0.28541145795	0	0.050183734947	0	4	0	1	-2.22847970164479	-2.05826288730027	0.50635186033677	0.890039556437689
MIR1204	NR_031609	6.57006554662	10.8456354021	7.74811474596	23.8372740998	5	8	9	25	0.848025668564072	-0.0394586054059678	0.506387845290064	0.890039556437689
ZNF768	NM_024671	3.4607075281	0.353127329777	2.69092192473	3.33907181213	91	9	108	121	0.643278492854791	2.55718576177082	0.506396906030787	0.890039556437689
PPM1A	NM_177952+NM_177951+NM_021003	10.556723303	8.69423197531	8.48406924969	7.77605628447	743	644	959	801	-0.215073390805471	5.8523939848582	0.506471442047761	0.890099043528142
SFMBT2	NM_001029880+NM_001018039	17.5699907386	10.3944033836	8.79549798142	14.8806545914	1581	902	1208	1841	-0.245579302649242	6.67720710476784	0.50654554206654	0.890157754876732
ZNF444	NM_018337+NM_001253792	11.9606433435	10.4450415181	16.1202891949	11.1425397536	280	237	576	360	0.289471636035423	4.68935044208755	0.506589423925537	0.890163358371846
SETD4	NM_017438+NR_040087+NR_040086+NM_001007259+NR_040088	13.6215182397	13.466969766	11.9938348226	10.9846499767	503	486	676	561	-0.235980337419646	5.35616976039004	0.506700767807373	0.89028339371652
GRK4	NM_182982+NM_001004056+NM_001004057	0.121377130043	0.500912848305	0.132537706286	0.176150444635	3	12	5	6	-0.977904545756332	-0.658230057232208	0.506739133036087	0.89028339371652
CHMP6	NM_024591	2.80412292741	4.36693252368	6.72475931277	3.18651637666	53	80	194	83	0.481690041142785	2.862893313281	0.506795526642195	0.890310965732253
BPGM	NM_199186+NM_001724	6.51408806108	2.67534260453	3.36253509902	3.75998296102	136	62	104	107	-0.460824297144856	2.95674511134522	0.506852076322005	0.890338807479633
KLHL9	NM_018847	7.38313349505	5.86744696292	5.32092628709	5.61807595194	370	285	407	388	-0.275468141104408	4.74631136263256	0.507144383769518	0.89078074473729
EMR1	NM_001256253+NM_001974+NM_001256252+NM_001256255+NM_001256254	2.1023244273	1.50163455214	2.83620368267	2.77122703484	65	47	124	106	0.479301966879257	2.61958288142563	0.507216536665328	0.890835948579209
PSORS1C3	NR_026816	0	1.99126231771	0.097268819183	0.646380046416	0	13	1	6	-1.37611724095095	-0.92457573511556	0.507561149473019	0.891369632684834
PPP2R5A	NM_006243+NM_001199756	8.02144591805	12.0219095615	8.53773414216	8.21174710742	289	416	465	393	-0.274702607350639	4.8519676021844	0.507671588711238	0.89149201276859
TRIP11	NM_004239	10.4170631252	13.7573492462	8.62924033486	12.1638473868	957	1225	1210	1540	-0.212750957636515	6.5057938434514	0.507750822914175	0.89155958028958
LCA5L	NM_152505	0.558622324395	0.422654044593	0.243994965209	0.32428372887	15	11	10	12	-0.782489895996479	0.0652415404138886	0.508023529636261	0.891966828059492
TLR4	NM_138557+NM_003266+NM_138554	0	0.677852212631	0.0629928028127	0.244186710291	0	41	6	21	-1.11717337361367	0.540718858933284	0.508076988735953	0.891989095393175
C5orf63	NM_001164479+NM_001164478	3.64325973428	3.16465713598	3.11207295115	1.48104720643	167	162	257	120	-0.377366756828291	3.71485960461069	0.508213240759723	0.892143419099008
TSHZ3	NM_020856	0.322552373264	0.721037179567	0.469614571753	1.13126375516	18	39	40	87	0.621201754813912	1.76113930760813	0.508265709576263	0.892143419099008
RASD2	NM_014310	0.1481138599	0	0.116447664419	0.236447792888	5	0	6	11	1.19367115298283	-0.917152800863764	0.508344500868986	0.892143419099008
CRYBA1	NM_005208	2.45171559892	2.06959435046	0.292052707724	2.26423930183	22	18	4	28	-0.831082389184152	0.602744875367429	0.508353944053128	0.892143419099008
ESRRB	NM_004452	0.233679836297	0	0	0.063587154533	8	0	0	3	-1.8324010026039	-1.4917275313492	0.508368810014589	0.892143419099008
ALPK3	NM_020778	0.0241931515045	0.19968605989	0.169073290539	0.21651590178	3	24	32	37	0.800046694096481	0.860821211227974	0.508610165583644	0.892495377197355
TATDN3	NM_001146171+NM_001146170+NM_001146169+NM_001042553+NM_001042552	2.82678023248	3.48939548742	4.57417412659	3.74448211661	83	99	204	152	0.405821926559261	3.26341756952703	0.508949882873417	0.893019867478623
HMGCL	NM_000191+NM_001166059	4.48083224812	5.59969152654	4.63097243074	2.79348957672	74	94	115	64	-0.477173477848354	2.71686135435873	0.509122802596225	0.893251628712899
MAGOHB	NM_018048	2.9597777156	5.6283628677	4.52469925068	6.46419104758	102	188	238	307	0.363835042199249	3.90287660221981	0.509319634025971	0.893525302295141
GM2A	NM_000405+NM_001167607	8.66543189584	10.245714138	12.9812202044	9.3712546019	363	416	830	541	0.249952854772792	5.25621051326996	0.509695661113336	0.8941132788175
CD99P1	NR_033380+NR_033381	5.94205023742	9.22863192674	4.25920945753	7.01037715302	84	155	103	154	-0.437082968321225	3.23351062717671	0.509969184241821	0.894521361982988
C1GALT1C1	NM_152692+NM_001011551	1.11827674546	2.04529772703	1.56523055255	3.13517958426	22	39	48	85	0.584970410017771	1.83353215928868	0.510156752596771	0.894778621155738
KLHL10	NM_152467	2.23493419341	2.62233319889	0.574220107272	2.60750590153	51	58	20	82	-0.614671259271398	2.05238063604874	0.510265904009976	0.894858333100494
GSTT1	NM_000853	9.21916556042	0.942598265489	5.06063972559	0.96428520132	111	11	93	16	-0.755510914595283	2.15827753788334	0.510284015867226	0.894858333100494
ERBB2	NM_001005862+NM_004448	1.66352544194	0.99960681356	0.407212195259	1.40608239748	91	53	34	106	-0.565158640828056	2.46336927723601	0.510344158728262	0.894892061898255
CUEDC2	NM_024040	6.99305471643	22.176422555	8.58454259201	13.2468276402	95	292	178	248	-0.405062284047312	3.93457799236248	0.51052643868273	0.895139936372613
NRDE2	NM_017970	6.56449491748	5.41368951664	4.07071221109	5.67148789854	299	239	283	356	-0.298911956787091	4.45350721853735	0.510594383594833	0.895187315952311
C1orf227	NM_001024601	0	0.180222612088	0.686671544947	0	0	1	6	0	1.78940473689673	-1.91767528802053	0.510804611210644	0.8954550066024
GPR162	NM_019858+NM_014449	0.058149853583	0	0.137552646523	0	1	0	6	0	1.78870441961693	-1.91763180099918	0.510828938395033	0.8954550066024
IFNAR1	NM_000629	8.8703431722	12.1179152853	9.55030086372	8.38646466524	614	813	1009	800	-0.217764421726651	5.89187422097746	0.510874627336505	0.895463339181575
CDK16	NM_033018+NM_006201+NM_001170460	39.1779875794	42.3184467248	36.6765140435	33.8593289189	1249	1310	1816	1480	-0.194201982771864	6.74404346027734	0.511023874306611	0.895629395989285
DPP8	NM_130434+NM_197960+NM_017743+NM_197961	8.73876799445	9.67009434025	8.04159017653	7.50718304436	425	446	588	496	-0.24265377572308	5.17043490080459	0.511051251233749	0.895629395989285
MYO6	NM_004999	0.284586538108	1.09057358984	0.339609893622	0.575264809261	28	104	51	78	-0.573591977367761	2.33695975597931	0.511174937506135	0.895726646109905
ABCC9	NM_020297+NM_005691	0.0528825554569	0.0436483404578	0.0138588202248	0.0306986518921	5	4	2	4	-1.08947143494541	-1.22892660472381	0.511188637715934	0.895726646109905
C6orf70	NM_018341	8.89709549961	10.6655707142	7.60559782411	8.17763039474	210	244	274	266	-0.303920962577438	4.20778600526066	0.511381926961749	0.895993564460414
DLGAP1	NM_001242766+NM_001242764+NM_001242763+NM_001242762+NM_004746+NM_001003809+NM_001242765+NM_001242761	0.830086525015	0.0686666204837	0.280695525098	0.291453860911	31	5	16	15	-0.766048126328592	0.489355964675779	0.511530341041165	0.896181820460955
DBIL5P2	NR_036635	0.728454075973	0	0.204540460197	0.113269316644	14	0	6	3	-1.18160562797499	-0.790726236589777	0.511860411063309	0.896688275166964
SLC35C1	NM_001145266+NM_001145265+NM_018389	4.0637211612	7.74489191757	7.65654521963	6.90488195513	163	297	463	377	0.309517561624143	4.53263342898421	0.511908472616071	0.896700659711448
SIGLEC9	NM_001198558+NM_014441	0.490138222178	1.63899772484	0.0429068395329	1.07836609024	11	31	1	29	-0.982423636108718	0.614955572419512	0.512013668271677	0.89681311501665
ENDOV+LOC100294362+RNF213	NM_001256071+NM_020954+NR_029376+NM_173627+NM_001164638+NM_001164637	107.594052187	115.511794819	62.5088719755	127.080922631	24208	25550	21891	40295	-0.214701896943632	11.014049218807	0.512126306686477	0.896938587571392
FRMD3	NM_001244961+NM_001244959+NM_001244962+NM_001244960+NM_174938	0.851855290219	0.606307064673	0.652382892386	0.679482169121	39	33	35	35	-0.592334320466719	1.4864518023378	0.512391018189074	0.897330359689856
FBXW2	NM_012164	9.47860338157	13.2797343664	12.131346798	13.9228779626	989	1343	1932	2002	0.202057440616794	6.8084359411217	0.512520711621869	0.897485636145404
GPLD1	NM_001503	0.634024843902	0.529542983667	0.830787795121	0.832506170893	42	34	84	76	0.516385258631066	2.09880744299807	0.512592573110582	0.897539625133593
LOC387895	NR_033878	2.55185180083	4.5342968967	4.08685713996	6.68672071406	18	31	44	65	0.608620108307112	1.54703445562489	0.512822097322255	0.897858129557259
TPSB2	NM_024164	0	0.623740405099	0	0.219343844077	0	8	0	4	-1.44484312660138	-1.42292182051994	0.512859850236977	0.897858129557259
BHLHE40-AS1	NR_037903	0.266784479772	1.46799509483	0	0.774350237424	3	16	0	12	-1.1477383909601	-0.436854371743902	0.512899654315	0.897858129557259
STH	NM_001007532	0.197840195795	0	0	0.861355968214	1	0	0	6	1.87947037716332	-1.89921565592327	0.512973981983984	0.897858129557259
GFPT2	NM_005110	0.116956331218	0	0	0.360686219856	4	0	0	17	1.53925501684613	-0.960007650977486	0.512979698432303	0.897858129557259
C2orf74	NM_001143960+NM_001143959	13.8200564812	10.0337891474	10.3958878084	7.60594931412	135	95	155	100	-0.416508537124146	3.18805104034093	0.513044557138107	0.897899806976245
ZNF165	NM_003447	5.66678518455	1.10817572498	1.7228898166	2.90259176081	153	29	71	108	-0.565792099578379	2.7944167307989	0.513206526901016	0.897992275099423
TBC1D16	NM_001271845+NM_019020+NM_001271844+NM_001271846	1.41171523818	0.335031449469	0.553301939195	0.501919873426	157	32	105	86	-0.543856189715196	2.8568338464537	0.513209062763947	0.897992275099423
STAC3	NM_145064	1.33960557402	2.9300708546	0.667028475797	2.02188832535	25	53	19	52	-0.661767039634909	1.56894247080625	0.513220545064823	0.897992275099423
GRIK5	NM_002088	0.323947188854	0	0.489785534465	0.198902587167	13	0	30	11	1.06532181578887	0.0951172954769926	0.513298699230966	0.898057189928608
IFI6	NM_002038+NM_022872+NM_022873	31.8035182465	24.0118605561	6.34760490353	73.2830805702	302	221	92	960	0.501336987810405	4.82588014983833	0.513590400277502	0.898495681867431
EBLN1	NM_001199938	0.150493809102	1.86322454344	0.345096468742	0.655219431666	2	24	7	12	-0.981299507526455	-0.0019636211711585	0.513855545335713	0.898887649277787
ANXA2P3	NR_001446	1.82599155044	8.14125613008	2.05085901424	4.49553332282	28	121	48	95	-0.593070977060577	2.49965692365458	0.51421071195291	0.899437016149841
ACSBG1	NM_015162+NM_001199377	0.26696425368	0.612076795772	0.272077404601	1.20535650165	9	20	14	56	0.746628593007645	0.921483272466005	0.5147754869725	0.900352904575314
SPCS2	NM_014752	6.17702617492	9.35826544366	8.92470151253	9.97890967892	190	279	419	423	0.291004924352845	4.55033495938091	0.514881405012853	0.900466160429817
CEP78	NM_032171+NM_001098802	3.7144456436	6.1854641579	7.51425027423	4.96506952752	114	184	352	210	0.347333045739063	3.93252910807409	0.514942625328579	0.900501233436938
LIG3	NM_002311+NM_013975	13.8639825929	15.7238837121	16.9487984563	17.713105646	574	639	995	1062	0.210298596241839	5.87175752926892	0.515065910497231	0.900584020786896
TXNRD3+TXNRD3NB	NM_001039783+NM_001173513+NM_052883	0.782985399544	0.743201892326	0.533507881239	0.431801493121	25	23	26	19	-0.651499681873095	0.912506505128239	0.515075141832892	0.900584020786896
KIAA1715	NM_030650	6.99424219822	5.7823792043	8.16430431515	6.88150885322	458	367	816	621	0.239165465039896	5.33300425141033	0.515152399968223	0.900584020786896
FUT1	NM_000148	0.1036727253	0.149746908961	0.0679232333673	0.0601826609397	5	7	5	4	-0.950831754000094	-0.895886836626315	0.515154644667722	0.900584020786896
ARF5	NM_001662	7.95241692897	7.37597216044	7.10479499972	4.0801757492	99	89	135	70	-0.445890397500591	2.88929962520201	0.515198984131659	0.900589561921052
ITGB3BP	NM_014288+NM_001206739+NR_045147	2.07834934666	2.74271286034	1.83371154402	1.30491081307	25	37	36	24	-0.609003293350556	1.27507431818704	0.515253392017016	0.900612700788831
FAM66D	NR_027425	0.411012544951	0.593674546247	0.269282985731	0.238595335111	5	7	5	4	-0.950832476587798	-0.895886836626315	0.515310363781449	0.90064031701176
SOCS5	NM_014011+NM_144949	2.86331314336	1.70490101965	1.52194429341	1.79140726568	139	83	119	124	-0.421820316382117	3.13555410164258	0.515484025869362	0.900871859542406
GEMIN2	NM_001009183+NM_003616+NM_001009182	1.47401470559	1.58990907103	2.80939590992	1.84747944774	22	23	64	38	0.610683827292049	1.43347158334741	0.515751531140635	0.901267354505623
NT5C3	NM_001002009+NM_001002010+NM_001166118+NM_016489	5.88647093705	6.14149510376	7.64561485298	7.44102181275	119	122	247	206	0.351562030526339	3.63228298296801	0.515808385196672	0.901294706140841
SP1	NM_138473+NM_001251825+NM_003109	53.5935983832	50.8565565676	47.8125041986	43.6933467356	4598	4229	6261	5237	-0.177308318956224	8.53704090040657	0.515985977129134	0.901495660025404
IREB2	NM_004136	13.1221761473	11.2987434619	13.3896098081	14.6089132275	949	792	1478	1456	0.198897876361715	6.38597097493428	0.516005812990998	0.901495660025404
C2orf66	NM_213608	0.741462184472	0.0402624984453	0.0767026725738	1.55745310386	19	1	3	55	1.02389919467735	0.603195348134326	0.516329514950391	0.901989150258729
ZNF280A	NM_080740	0.164022130088	0.0423065656696	0.322387013184	0.119019831556	4	1	12	4	1.06878420660419	-0.976515390857866	0.516378648968732	0.90200295026679
INSR	NM_001079817+NM_000208	1.1415880266	0.22146828359	0.594511593608	0.297364908863	117	22	93	42	-0.616466895212626	2.39404494366961	0.516517154009295	0.90217284764878
STOML1	NM_001256674+NM_001256675+NM_001256672+NM_001256673+NM_001256676+NM_001256677+NM_004809	3.28006620108	4.80645532196	5.62139586795	5.54543450854	69	98	185	143	0.412780426673407	3.14531103255677	0.516647905507801	0.902329176286079
LOC100129083+SIGLEC10	NM_001171161+NM_001171160+NM_001171157+NM_001171159+NM_001171158+NM_001171156+NM_033130+NM_001256795	0.297317067226	0.238583654421	0.48237074756	1.06487058201	11	8	27	19	0.706672938850918	0.353896851495842	0.516903695746202	0.902703843561246
LCMT1	NM_001032391+NM_016309	11.6167494219	11.5330518283	9.09483730562	9.11869789863	167	162	198	184	-0.339921711521223	3.73129685065156	0.516977118212186	0.902758368595335
GOLGA6L4	NM_001267536	0.678037089384	1.37723908039	0.583051073543	0.79950963142	32	63	42	52	-0.561391241061033	1.88193262177078	0.517017455623422	0.902758368595335
MIR634	NR_030364	2.72229578301	1.87244628115	1.78356584366	7.90154805001	3	2	3	12	1.03067654280565	-1.00501534998285	0.518113264344328	0.904599541665909
SETD5-AS1	NR_027007	9.84520789868	9.03438513502	9.0552041153	14.3223570124	208	185	292	417	0.307456127039127	4.30641196111724	0.518427281802132	0.905075561805399
PDZK1P1	NR_003377	2.1896462019	3.50553073942	1.96225522107	2.28287216222	87	135	119	125	-0.415276226442514	3.1379485231887	0.518492390299878	0.905116992882438
KLHDC3	NM_057161+NR_040101	7.72595554476	7.01646515055	10.5782787836	7.31828180638	172	149	365	230	0.323648568103299	4.02582745286832	0.518559816917196	0.905162463698026
TNC	NM_002160	0.0102382693714	0.200699120056	0.154279500504	0.222876710969	1	19	23	30	0.85383248849013	0.502854088343197	0.518648019723852	0.905244189855523
TBC1D5	NM_001134381+NM_014744+NM_001134380	12.646157686	14.3749761951	14.1580004551	7.74698149856	986	1086	1705	939	-0.218465631708096	6.42859429966421	0.518956660022903	0.905710622147838
C5orf54	NM_022090	0.0313640464285	0.129436688981	0.0410975488247	0.0227587796892	1	4	2	1	-1.22195101081055	-1.76685574058058	0.519101933250784	0.905891885908328
EFCAB14+EFCAB14-AS1	NR_038828+NR_038827+NM_014774	48.9648121075	49.8103800463	35.2448215708	49.2103206769	2976	2959	3482	4166	-0.182508007048837	7.96217938422871	0.519444374581621	0.906396781108868
BAI2	NM_001703	0.0650333357893	0.0503225465333	0	0.0353927393836	4	3	0	3	-1.65115461850672	-1.57654040078172	0.519503796073395	0.906396781108868
HLA-DQA1	NM_002122	1.99828841852	7.7755187659	3.06731102568	3.64577349137	35	132	82	88	-0.524645178018165	2.68840812634543	0.519515558470536	0.906396781108868
RIPK2	NM_003821	3.7122776547	3.65437076798	2.29829098912	3.23744301391	109	104	103	131	-0.410884380655802	3.08124988455421	0.519585626134579	0.906446731931886
LOC100507557+SHPRH	NR_038246+NR_038245+NR_038244+NM_173082+NM_001042683	8.79908702826	10.1309986584	6.99966864382	9.18973486904	778	888	966	1145	-0.207080471776155	6.119888138793	0.519670353668632	0.906522247727379
RMND5B	NM_022762	22.44796621	44.6122734986	43.5793361468	34.8746703307	461	888	1366	987	0.240066122877846	6.04042484477278	0.519717585596752	0.906532348690611
NLGN2	NM_020795	2.20002367205	4.97013742118	3.5413435558	5.51862165652	116	254	285	401	0.346888875288927	4.24155139941209	0.520005049904605	0.906961446871571
RFT1	NM_052859	15.6805220712	16.8729089993	16.4283944673	11.5787992544	908	947	1452	924	-0.209130430825319	6.27360972864157	0.520193717649586	0.907131031709218
DAPP1	NM_014395	6.71457567066	12.9892824402	7.69857699421	8.26553624217	224	420	392	380	-0.292520070735188	4.71393985134909	0.520217743387424	0.907131031709218
SUPT5H	NM_001111020+NM_001130825+NM_001130824+NM_003169	38.7734784571	36.0827051745	38.8151274469	46.6778774277	1667	1512	2544	2759	0.187005333874035	7.24707606507689	0.520258415572972	0.907131031709218
FGD5P1	NR_036481	0.0260701446031	0.188281129834	0.0170803700845	0.0756694043085	1	7	1	4	-1.16153860691912	-1.35974722068398	0.520268156517662	0.907131031709218
CDYL	NR_026590+NM_004824+NM_001143970+NM_001143971	17.9819831388	11.9003707794	14.3855808319	11.0866646127	663	428	804	559	-0.242807750788365	5.49434946001852	0.520334925419684	0.907175140954459
SIPA1L3	NM_015073	11.1826910461	10.3086521386	9.16181380375	9.55497559031	1014	906	1268	1194	-0.196551103623732	6.32918872166388	0.520512501860983	0.907331771916112
MYNN	NM_018657+NM_001185118+NR_033702+NR_033703+NM_001185119	4.51622093179	3.64083375976	5.05527187503	4.69676012842	258	201	445	378	0.284011510394128	4.51585998606854	0.520532011947646	0.907331771916112
ZNF507	NM_001136156+NM_014910	16.1636551679	15.0406254363	14.4761536324	12.7800898216	1417	1278	1937	1544	-0.190824648520654	6.82029629628003	0.520549199430729	0.907331771916112
BHLHE40	NM_003670	81.9742357506	115.022181584	86.7107280772	85.6979073734	2825	3842	4561	4070	-0.184160338634861	8.12894565673649	0.520631368907476	0.907402692602266
RAB11A	NM_004663+NM_001206836	6.04652646828	6.0880500567	6.58659264316	7.68576780085	335	329	561	593	0.245334829486542	5.02443188576106	0.520728173343542	0.907499107065804
HEPHL1	NM_001098672	0.0147939637581	0.0610534004319	0.00969255751563	0.0214699696143	1	4	1	2	-1.20213621183352	-1.76386235536319	0.520816493278656	0.90758072098069
ASB11	NM_001201583+NM_001012428+NM_080873	0.0345878281765	0.142740955585	0.0226608986897	0.0501961226968	1	4	1	2	-1.20213469417603	-1.76386235536319	0.520860332137689	0.907584814840844
LOC150197	NR_026919	1.75598850693	1.44112732423	0.104588231687	1.76650841788	44	35	4	61	-0.784679416452832	1.54027469661746	0.521108930244922	0.90794566699384
ADAM20	NM_003814	0.346858044976	0.325330216664	0.599116004115	0.50338312354	11	10	29	22	0.713667872823535	0.48510397104589	0.521524299887301	0.908597010197094
PTGER4	NM_000958	50.2048404498	20.4478802994	30.4612000103	28.8562205353	1948	769	1804	1543	-0.257529451444421	6.80161653615615	0.521594389834027	0.908646753015795
TMOD3	NM_014547	20.6606454705	23.1849862886	25.7250177331	24.055722844	1095	1191	2081	1757	0.189177936129216	6.77293251605667	0.521658286202321	0.908685699209729
RDH12	NM_152443	1.40637185822	0.386931614452	1.19783598575	1.6668321804	30	8	39	49	0.66086498124137	1.23387861650447	0.521810711228545	0.908878836541478
SEMA3E	NM_012431+NM_001178129	0.059741383865	0.0154092181239	0.00978518686136	0.0108375763696	4	1	1	1	-1.73429190003073	-1.85202705448305	0.522099626112605	0.909309659332263
RBM12B-AS1	NR_027259	8.9404793699	9.35225811994	3.57960265715	9.37084019956	72	73	44	104	-0.500936873502012	2.49910863781161	0.522174023399411	0.909366830814594
IQCC	NM_018134+NM_001160042	3.95464651873	2.96432410951	3.28719334814	1.95022792025	103	70	117	70	-0.454869018813491	2.76791629745339	0.522460418978527	0.909793159143072
ANKRD42	NM_182603	1.37453361943	2.12721771645	1.21574634187	1.1968879548	40	60	54	48	-0.526814305321777	1.96751712254725	0.522608066802077	0.909977828647252
SMIM5	NM_001162995+NR_028439	2.04632800514	0.702376139927	0.212892285213	0.748983666614	41	27	8	51	-0.716662766036506	1.35941032915419	0.52294609220489	0.910493932424544
URI1	NM_001252641+NM_003796+NR_045557	19.6898630063	16.6017386874	20.7986295103	20.8531953719	766	626	1235	1118	0.200853616811196	6.06490623522945	0.523063086024361	0.910625149763859
LOX	NM_001178102+NM_002317	0.697236625712	0.210544013504	0.344791550917	0.296158676859	41	12	25	24	-0.665213897755278	1.04088283843585	0.523233234124134	0.910848877643279
CYR61	NM_001554	0.115183879186	0.158451280406	0.32701497038	0.222883190885	3	4	13	8	0.99870801899234	-0.664223551995592	0.523485422446826	0.911215374872628
MIR5687	NR_049869	2.286724341	1.17963903345	8.24005936337	0.829661051635	2	1	11	1	1.34667216666271	-1.31424738258385	0.52362201878844	0.911380622294488
TCF25	NM_014972	52.3400679903	61.3991872706	46.9052291977	52.572005329	1343	1527	1837	1859	-0.188190905310044	6.91211332038664	0.523930042381967	0.911844194216367
PLCD3	NM_133373	1.42531864301	0.0787790082329	0.683693784561	1.9207646826	56	3	41	104	0.765405018874731	1.89601746136838	0.524164893131989	0.912180353004158
PPCS	NM_001077447+NM_024664	6.24030426007	4.75816744555	6.8509305818	6.99333433026	95	78	171	163	0.393674872463389	3.18476615080588	0.524271399820771	0.912293124737839
FAM22G	NM_001170741+NM_001045477	2.66957162927	4.53247821341	2.09847296848	3.06167449024	131	185	154	206	-0.357038724330488	3.66610708208853	0.52434063528198	0.912341027425494
SNORA71D	NR_003018	2.55185180083	9.87306582346	12.1212467447	8.79560955465	4	15	29	19	0.766262094127562	0.387947617455319	0.524397945786653	0.912368174984732
ZNF140	NM_003440	4.30859110888	4.97873050922	5.08114539621	6.46134007247	150	168	270	310	0.317216791847577	4.008814429348	0.524543714289337	0.912533806874163
TPMT	NM_000367	2.84696095599	2.54565133379	1.98959220661	2.04617340225	105	91	112	104	-0.41503975353435	2.96146225668854	0.524576576980233	0.912533806874163
GGTA1P	NR_003191+NR_045211	0	0.465806135859	0.0388158881396	0.171962031191	0	9	1	4	-1.3251572893117	-1.28633977766078	0.524705611339824	0.912685690844358
